brand,category,description,important_info,name,price,store
Mountain Dew,Sports & Energy Drinks,"Designed for Gaming, MTN DEW AMP GAME FUEL is specially developed to give you the boost you need - specially crafted with theanine and caffeine, which in combination have been shown to improve accuracy and alertness. The can features specially textured ink to provide a superior grip, and a re-sealable lid designed for one-handed opening and closing - so you can power up while staying in the game.Caffeine in combination with theanine has been shown to improve accuracy and alertness.","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Mountain Dew AMP Game Fuel, Charged Tropical Strike, 16.9 Fluid Ounce",1.88,Amazon
Vive Organic,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Vive Organic, Spicy Immunity Boost Shot Organic, 2 Fl Oz",3.99,Whole Foods Market
vitaminwater,Sports & Energy Drinks,Zero Calories. Nutrient enhanced water beverage.,"Important information

Ingredients
Reverse Osmosis Water, Less Than 1% Of: Erythritol, Citric Acid, Fruit And Vegetable Juice (Color), Vitamin C (Ascorbic Acid), Crystalline Frucstose, Stevia Leaf Extract, Magnesium Lactate And Calcium Lactate And Potassium Phosphate (Electrolyte Sources), Vitamin B3 (Niacinamide), Vitamin B5 (Calcium Pantothenate), Natural Flavors, Vitamin B6 (Pyridoxine Hydrochloride), Gum Acacia, Manganese Citrate, Beat-Carotene, Vitamin B12 (Cyanocobalamin)


Directions
N/A


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","vitaminwater zero xxx, electrolyte enhanced water w/ vitamins, açai-blueberry-pomegranate drink, 20 fl oz",$1.99,Whole Foods Market
Ensure,Sports & Energy Drinks,"From the #1 doctor recommended brand, Ensure Original Nutrition Shakes provide complete and balanced nutrition to help you stay healthy, active and energetic. Each shake has 9 grams of protein and 26 essential vitamins and minerals.","Important information

Safety Warning
Contains milk and soy ingredients.


Ingredients
Water, Corn Maltodextrin, Sugar, Milk Protein Concentrate, Soy Oil, Soy Protein Isolate, Sucromalt, Cocoa Powder (Processed With Alkali), Pea Protein Concentrate, Canola Oil; Less Than 0.5% Of: Corn Oil, Magnesium Phosphate, Cellulose Gel, Natural And Artificial Flavor, Potassium Citrate, Potassium Chloride, Calcium Carbonate, Calcium Phosphate, Sodium Citrate, Choline Chloride, Ascorbic Acid, Salt, Cellulose Gum, Monoglycerides, Soy Lecithin, Carrageenan, Potassium Hydroxide, Liquid Sucralose, Ferric Orthophosphate, Dl-Alpha-Tocopheryl Acetate, Acesulfame Potassium, Zinc Sulfate, Niacinamide, Manganese Sulfate, Calcium Pantothenate, Cupric Sulfate, Vitamin A Palmitate, Thiamine Chloride Hydrochlordie, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Chromium Chloride, Biotin, Sodium Molybdate, Sodium Selenate, Potassium Iodide, Cyanocobalamin, Phylloquinone And Vitamin D3.


Directions
Shake well.Serve cold.Refrigerate after opening.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Ensure Original Nutrition Shake with 9 grams of protein, Meal Replacement Shakes, Milk Chocolate, 8 fl oz, 6 Count",9.19,Amazon
Monster Energy,Sports & Energy Drinks,"Pack of 4, 16 fluid ounce Cans","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Java Monster Loca Moca Cans, 11Fl Oz (Pack of 4)",6.58,Amazon
Gatorade,Sports & Energy Drinks,"Developed for athletes that prefer a performance boost and not a sugar rush. Gatorade Zero has no sugar while maintaining the same proven hydration and fueling benefits of Gatorade Thirst Quencher. With three refreshing flavors to keep you in the game, you won’t even miss what’s missing.",,"Gatorade Zero Thirst Quencher, Orange, 12 Ounce Bottles (Pack of 12)",7.01,Amazon
Guru Energy Drink,Sports & Energy Drinks,Energy Drinks,"Important information

Ingredients
Sparkling Water, Organic Cane Syrup, Organic White Grape Juice Concentrate, Natural Flavors, Apple Acid, Citric Acid, Organic Green Tea Leaf Extract, Organic Guarana Seed Extract, Organic Echinacea Flower Extract, Organic Panax Ginseng Root Extract.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guru Energy Drink Natural Energy Drink, 8.4 oz",2.49,Whole Foods Market
NOOMA,Sports & Energy Drinks,"Nooma watermelon lime organic electrolyte water is a refreshing combo of two classics that will help you naturally rehydrate in no time. We use real ingredients that are naturally packed with the electrolytes you need to hydrate. Blueberry peach organic electrolyte water is made with ingredients that Non-GMO project verified, gluten-free, USDA organic and vegan friendly. There is no added sugars, colors, flavors or preservatives and organic electrolyte water is kosher. Our beverage is 28% juice and has no caffeine. Includes one 16.9 ounce carton of nooma watermelon lime organic electrolyte water. Do and pursue. Hydration for your push. No matter how you sweat.","Important information

Ingredients
Filtered Water, Organic Coconut Water From Concentrate, Organic Watermelon Flavor, Sea Salt, Organic Lime Flavor, Organic Stevia Leaf Extract


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Nooma, Electrolyte Sports Drink Watermelon Lime Organic, 16.9 Fl Oz",2.49,Whole Foods Market
Gatorade Zero,Sports & Energy Drinks,"Developed for athletes that prefer a performance boost and not a sugar rush. Gatorade Zero has no sugar while maintaining the same proven hydration and fueling benefits of Gatorade Thirst Quencher. With three refreshing flavors to keep you in the game, you won’t even miss what’s missing.","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Gatorade G Zero 3 Flavor Variety Pack, 12 Ounce, 18 Count",13.04,Amazon
Guayaki,Sports & Energy Drinks,Yrbamte Rtd Lmn Elton Org,"Important information

Ingredients
An Infusion of: (Purified Water, Organic Brewed Roasted Yerba Mate, Organic Brewed Elder Flower), Organic Cane Sugar , Organic Yerba Mate Extract , Organic Ginger Juice, Organic Lemon Juice Concentrate, Organic Lemon Natural Flavor, Citric Acid. (†Fair Trade Ingredient, 85% Fair Trade Ingredients)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",GUAYAKI YRBAMTE RTD LMN ELTON ORG 15.5FO,$2.79,Whole Foods Market
Sambazon,Sports & Energy Drinks,"Refreshingly epic taste. Powerful antioxidants from Acai Berry and Acerola Cherry. Supercharged with Extra Caffeine from Yerba Mate, Green Tea & Guarani. Made with organic and GMO-free ingredients sustainably sourced in the Brazilian Amazon. Gives you a boost the way nature intended.","Important information

Ingredients
Our Ingredients: Sparkling Filtered Water, Organic Cane Syrup, Organic Fair Trade Clarified Acai Juice, Organic Acerola Juice  , Organic Passion Fruit Juice  , Less Than 0.5% of: Organic & Natural Flavors, Citric Acid, Organic Green Tea Extract, Organic Guarana Extract, Fruit & Vegetable Juice (for Color), Organic Yerba Mate Extract. (‡Made From Organic Concentrate With Filtered Water Added)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sambazon Jungle Love Amazon Energy Acai Berry Passion Fruit, 12 oz",$2.79,Whole Foods Market
Vive Organic,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Vive Organic, Elderberry Immunity Boost Organic, 2 Fl Oz",3.99,Bristol Farms
Sambazon,Sports & Energy Drinks,"Sambazon's low calorie amazon acai berry energy drink is made from powerful antioxidants and sparkling water. Each 12 fl oz can only has 40 calories while still containing the benefits of the acai berry and the caffeine of 2 shots of espresso. Our supercharged recipe derives its caffeine from yerba mate, green tea and guarana fruit juice. Our drinks are Non-GMO, gluten-free, vegan and USDA certified organic.","Important information

Ingredients
Our Ingredients: Sparkling Filtered Water, Organic Erythritol, Organic Fair Trade Certified Acai Juice, Organic Cane Syrup, Organic Acerola Juice, Organic Pomegranate Juice  . Organic & Natural Flavors, Citric Acid, Organic Green Tea Extract, Fruit & Vegetable Juice (for Color), Malic Acid, Organic Stevia Extract, Sea Salt, Organic Guarana Extract, Organic Yerba Mate Extract. (‡Made From Organic Concentrate With Filtered Water Added)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sambazon, Amazon Energy Diet Single Organic, 12 Fl Oz",$2.79,Whole Foods Market
Hiball Energy,Sports & Energy Drinks,"Hiball energy drink, black cherry is a delicious, bubbly organic drink. This product contains 160 mg. organic caffeine, 50 mg. organic ginseng, and 50 mg. organic guarana per serving to give you that extra boost you need. Hiball energy drink, black cherry comes packaged in a pull-tab can and contains 16 fl oz of product.","Important information

Ingredients
Carbonated Purified Water, Fair Trade Certified Can Sugar*, Citric Acid, Cherry Juice Concentrate*, Natural Flavor, Caffeine*, Guarana Extract*, Panax Ginseng Extract*, Niacinamine (Vit B3), D-Calcium Pantothenate (Vit B5), Pyridoxine Hydrochloride (Vit B6), Cyanocobalamin (B12). (*Certified Organic.)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Hiball Energy, Energy Drink Sparkling Black Cherry Organic, 16 Fl Oz",2.99,Whole Foods Market
Vive Organic,Snacks & Sweets,Vive Organic Immunity Boost Wellness Shot Includes Ingredients From Nature That May Help You Resist Infection. Each 2 Oz. Drink Includes A Botanical Tonic Of Echinacea As Well As Ginger And Turmeric Roots. The Shot Is Finished With Zesty Lemon And Sweet Pineapple Juice Seasoned With A Kick Of Black Pepper For A Complex And Refreshing Taste. Our Ingredients Are Non-Gmo And Certified Organic By The Usda.,"Important information

Ingredients
Organic Pineapple Juice, Organic Ginger Root Juice, Organic Turmeric Root Juice, Organic Lemon Juice, Organic Echinacea Purpurea Juice, Organic Ground Black Pepper


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Vive Organic, Original Immunity Boost Shot Organic, 2 Fl Oz",3.99,Whole Foods Market
Vive Organic,Snacks & Sweets,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Vive Organic, Spicy Immunity Boost Shot Organic, 2 Fl Oz",3.99,Bristol Farms
Guru Energy Drink,Snacks & Sweets,Energy Drinks,"Important information

Ingredients
Sparkling Water, Organic Cane Syrup, Organic White Grape Juice Concentrate, Natural Flavors, Apple Acid, Citric Acid, Organic Green Tea Leaf Extract, Organic Guarana Seed Extract, Organic Echinacea Flower Extract, Organic Panax Ginseng Root Extract.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guru Energy Drink Natural Energy Drink, 8.4 oz",2.49,Amazon
Guayaki,Snacks & Sweets,Yrbamte Rtd Lmn Elton Org,"Important information

Ingredients
An Infusion of: (Purified Water, Organic Brewed Roasted Yerba Mate, Organic Brewed Elder Flower), Organic Cane Sugar , Organic Yerba Mate Extract , Organic Ginger Juice, Organic Lemon Juice Concentrate, Organic Lemon Natural Flavor, Citric Acid. (†Fair Trade Ingredient, 85% Fair Trade Ingredients)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",GUAYAKI YRBAMTE RTD LMN ELTON ORG 15.5FO,2.99,Bristol Farms
Sambazon,Snacks & Sweets,"Refreshingly epic taste. Powerful antioxidants from Acai Berry and Acerola Cherry. Supercharged with Extra Caffeine from Yerba Mate, Green Tea & Guarani. Made with organic and GMO-free ingredients sustainably sourced in the Brazilian Amazon. Gives you a boost the way nature intended.","Important information

Ingredients
Our Ingredients: Sparkling Filtered Water, Organic Cane Syrup, Organic Fair Trade Clarified Acai Juice, Organic Acerola Juice  , Organic Passion Fruit Juice  , Less Than 0.5% of: Organic & Natural Flavors, Citric Acid, Organic Green Tea Extract, Organic Guarana Extract, Fruit & Vegetable Juice (for Color), Organic Yerba Mate Extract. (‡Made From Organic Concentrate With Filtered Water Added)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sambazon Jungle Love Amazon Energy Acai Berry Passion Fruit, 12 oz",$2.69,Bristol Farms
Vive Organic,Snacks & Sweets,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Vive Organic, Elderberry Immunity Boost Organic, 2 Fl Oz",3.99,Whole Foods Market
Gatorade,Sports & Energy Drinks,"Gatorade is a popular choice for athletes. It is formulated to rehydrate, replenish and refuel the body after workouts and competition","Important information

Ingredients
WATER, SUGAR, DEXTROSE, CITRIC ACID, SALT, SODIUM CITRATE, MONOPOTASSIUM PHOSPHATE, GUM ARABIC, NATURAL FLAVOR, SUCROSE ACETATE ISOBUTYRATE, GLYCEROL ESTER OF ROSIN, YELLOW 6.


Directions
Ready To Eat


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Gatorade Energy Drink, Orange, 64 oz",1.25,Amazon
Orgain,Sports & Energy Drinks,"Orgain kids(tm) protein shakes provide a yummy and wholesome alternative to conventional nutrition shakes for kids, which often contain GMO soy, artificial flavors, and preservatives. (no thanks!) With organic protein and fiber, vitamins and minerals, and organic fruits and veggies, our kids protein drinks hold up to parents' standards with a taste kids love. Delicious meets nutritious.","Important information

Ingredients
Filtered Water, Organic Cane Sugar, Orgain Organic Protein Blend (Organic Grass Fed Milk Protein Concentrate, Organic Whey Protein Concentrate), Organic High Oleic Sunflower Oil, Organic Rice Dextrins, Organic Brown Rice Syrup, Organic Inulin, Organic Natural Flavors, Organic Rice Bran Extract, Tricalcium Phosphate, Potassium Chloride, Organic Locust Bean Gum, Organic Agar Gum, Sodium Phosphate, Gellan Gum, Sea Salt  Orgain Vitamin Blend  Tocopherol Acetate, Sodium Ascorbate, Magnesium Sulfate, Zinc Gluconate, Niacinamide, Calcium Pantothenate, Copper Gluconate, Vitamin A Palmitate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Potassium Iodide, Cholecalciferol, Cyanocobalamin  Orgain Organic Veggie Blend  (Organic Kale, Organic Beet, Organic Spinach, Organic Carrot, Organic Tomato) 50Mg  Orgain Organic Fruit Blend  (Organic Blueberry, Organic Banana, Organic Acai, Organic Apple, Organic Raspberry) 50Mg


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Orgain, Nutri Shake Healthy Kids Vanilla Organic, 8.25 Fl Oz",$1.99,Whole Foods Market
Hiball Energy,Sports & Energy Drinks,Hiball organic energy drinks are naturally flavored have 5 percent organic juice organic / fair-trade certified cane sugar and contain no preservatives and no artificial anything,"Important information

Ingredients
Carbonated Purified Water, Fair Trade Certified(Tm) Cane Sugar*, Citric Acid, Orange Juice Concentrate*, Natural Flavor, Caffeine*, Guarana Extract*, Panax Ginseng Extract*, Niacinamide (Vit B3), D-Calcium Pantothenate (Vit B5), Pyridoxine Hydrochloride (Vit B6), Cyanocobalamin (Vit B12). (*Certified Organic.)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Hiball Energy, Energy Drink Blood Orange Organic, 16 Fl Oz",2.99,Whole Foods Market
Soylent,Sports & Energy Drinks,"We fuel our bodies every day, but often it feels like hard work. That seemed wrong, so we made a meal that takes no work at all. Soylent Drink eliminates the stress and effort of finding a quick, complete, and low cost meal. Let Soylent Drink take care of your hunger, so you can worry about the important stuff.","Important information

Directions
Soylent meal replacement drinks are energy, nutrient, and calorie rich foods that contain a multitude of nutritional elements. As a result, some consumers may find that Soylent is not as easily digested, especially upon initial introduction into their diet. While most consumers adapt to the complex formulation over time, some may not be able to routinely incorporate Soylent products into their diet. We recommend consulting your physician whenever making significant changes to your normal diet.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Soylent Meal Replacement Drink, Cafe Vanilla, 14 oz",$3.99,Bristol Farms
Hiball Energy,Sports & Energy Drinks,"Energy Organic2, Red Grapefruit","Important information

Ingredients
Carbonated Purified Water, Fair Trade Certified Cane Sugar*, Citric Acid, Grapefruit Juice Concentrate*, Natural Flavor, Caffeine*, Guarana Extract*, Panax Ginseng Extract*, Niacinamide (Vit B3), D Calcium Pantothenate (Vit B5), Pyridoxine Hydrochloride (Vit B6), Cyanocobalamin (Vit B12). (*Certified Organic.)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Hiball, Hi Ball, Enegy Drink, Organic, Red Grapefruit, 16 Fl Oz",2.99,Whole Foods Market
LIFEAID,Sports & Energy Drinks,"Lifeaid's focusaid is a lightly-carbonated beverage with a clean, refreshing taste that supports your ability to concentrate and stay on task. At only 45 calories, focusaid has a unique blend of key vitamins and nutrients that gives your brain what it needs to function at an optimum level. Focusaid is free from artificial sweeteners, colorings and flavorings. Focusaid contains natural caffeine from green tea leaf extract and yerba mate. Focusaid is certified gluten free and is paleo friendly. One can contains 12 fl oz","Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Lifeaid, Beverage Focusaid Single Can, 12 Fl Oz",2.99,Whole Foods Market
Gatorade,Sports & Energy Drinks,"Our way to help replace what you sweat out to deliver hydration during lighter exercise or competition. G2 hydrates with similar amounts of sodium and potassium as Gatorade Thirst Quencher, but has less than half the carbs and calories of the Original G.",,Gatorade G2 Grape 12 Ounce 12 Count,6.49,Amazon
Soylent,Sports & Energy Drinks,"Soylent delivers complete, convenient, ready-to-drink nutrition. Each bottle is an entire drinkable meal, with 400 calories and 20% of your daily vitamins and minerals. Soylent makes a great breakfast drink, lunch, or protein drink substitute after a workout.","Important information

Directions
Soylent meal replacement drinks are energy, nutrient, and calorie rich foods that contain a multitude of nutritional elements. As a result, some consumers may find that Soylent is not as easily digested, especially upon initial introduction into their diet. While most consumers adapt to the complex formulation over time, some may not be able to routinely incorporate Soylent products into their diet. We recommend consulting your physician whenever making significant changes to your normal diet.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Soylent Meal Replacement Shake, Caf? Mocha, 14 fl oz",$3.99,Bristol Farms
Glaceau,Sports & Energy Drinks,NaN,"Important information

Ingredients
Reverse Osmosis Water, Crystalline Fructose and Cane Sugar (Sweeteners), Less than 0.5% of: Natural Flavors, Vitamin C (Ascorbic Acid), Citric Acid, Gum Acacia, Magnesium Lactate, Calcium Lactate, Potassium Phosphate, Caffeine, Vitamin B3 (Niacinamide), Glycerol Ester of Rosin, Guarana Seed Extract, Vitamin B5 (Calcium Pantothenate), Vitamin B6 (Pyridoxine Hydrochloride), Beta Carotene, Vitamin B12 (Cyanocobalamin)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Glaceau, Water Vitamin Energy, 20 Fl Oz",$1.99,Whole Foods Market
Sambazon,Sports & Energy Drinks,NaN,"Important information

Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Sambazon, Energy Drink Single Organic, 12 Fl Oz",$2.79,Whole Foods Market
Orgain,Sports & Energy Drinks,"Our organic vegan protein shakes are ideal for anyone looking for a plant based meal replacement or filling snack. Each ready-to-drink shake contains 16g of organic protein sourced from pea protein and chia. What doesn't it have? Soy, gluten and GMOs. Vegan envy is now officially a thing.","Important information

Ingredients
Filtered Water, Orgain Organic Protein Blend(Tm) (Organic Pea Protein, Organic Chia Seeds), Organic Rice Dextrins, Organic Cane Sugar, Organic Natural Flavors, Organic High Oleic Sunflower Oil, Organic Alkalized Cocoa, Orgain Vitamin & Minerals Blend(Tm) (Sodium Ascorbate, Magnesium Sulfate, Zinc Gluconate, Dl-Alpha Tocopheryl Acetate, Niacinamide, Vitamin A Palmitate, Potassium, Iodide, Copper Gluconate, Biotin, Calcium D-Pantothenate, Cyanocobalamin, Ergocalciferol, Folic Acid, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Riboflavin), Organic Rice Bran Extract, Tricalcium Phosphate, Trisodium Phosphate, Tripotassium Citrate, Potassium Chloride, Gellan Gum, Orgain Organic Fruit Blend(Tm) (Organic Acai, Organic Apple, Organic Banana, Organic Blueberry, Organic Raspberry), Orgain Organic Veggie Blend(Tm) (Organic Tomato, Organic Spinach, Organic Beet, Organic Carrot, Organic Kale), Natural Flavor


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Orgain, Nutri Shake Vegan Smooth Chocolate Organic, 11 Fl Oz",2.99,Whole Foods Market
NOOMA,Sports & Energy Drinks,"Nooma mango organic electrolyte water is a refreshing combo of two classics that will help you naturally rehydrate in no time. We use real ingredients that are naturally packed with the electrolytes you need to hydrate. Blueberry peach organic electrolyte water is made with ingredients that Non-GMO project verified, gluten-free, USDA organic and vegan friendly. There is no added sugars, colors, flavors or preservatives and organic electrolyte water is kosher. Our beverage is 28% juice and has no caffeine. Includes one 16.9 ounce carton of nooma mango organic electrolyte water. Do and pursue. Hydration for your push. No matter how you sweat.","Important information

Ingredients
Filtered Water, Organic Coconut Water From Concentrate, Organic Mango Flavor, Sea Salt, Organic Stevia Leaf Extract


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Nooma, Electrolyte Sports Drink Mango Organic, 16.9 Fl Oz",2.49,Whole Foods Market
Hiball Energy,Sports & Energy Drinks,Contains Nd Guarani No artificial anything,"Important information

Ingredients
Carbonated Purified Water, Fair Trade Certified Cane Sugar*, Citric Acid, Pomegranate Juice*, Natural Flavor, Caffeine*, Guarana Extract*, Panax Ginseng Extract*, Niacinamide (Vit B3), D-Calcium Pantothenate (Vit B6), Pyridoxine Hydrochloride (Vit B6), Cyanocobalamin (Vit B12)., Carbonated Purified Water. Fair Trade Certified Cane Sugar*. Citric Acid. Pomegranate Juice*. Natural Flavor Caffeine*. Guarana Extract*. Panax Ginseng Extract*. Niacinamide (Vitamin B3), D-Calcium Pantothenate (Vit B5). Pyridoxine Hydrochloride (Vitamin B6). Cyanocobalamin (Vitamin B12) (*Certified Organic.)


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Hiball Energy, Energy Drink Sparkling Pomegranate Acai Organic, 16 Fl Oz",2.99,Whole Foods Market
Guayaki,Sports & Energy Drinks,"Yerba Mate Energy Drink, Traditional","Important information

Ingredients
Other Ingredients: Purified Water, Organic Cane Sugardeg, Organic Lemon Juice Concentrate and Citric Acid. (° Fair Trade Ingredient)


Legal Disclaimer
Some states impose a bottle deposit fee on certain beverages shipped to those states, and Amazon may not be able to ship these beverages to all locations.
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Guayaki Organic Yerba Mate, Traditional Terere, 16 oz",2.99,Whole Foods Market
Amazing Grass,Sports & Energy Drinks,"Our most popular blend thoughtfully combines our alkalizing farm fresh greens and wholesome fruits and veggies with nutrient-rich superfoods for a delicious way to feel amazing every day. At Amazing Grass our roots run deep...Back to our family farm in Kansas, where for over 3 generations Amazing Grass has organically grown & harvested the most nutrient-dense greens on earth. Today, we thoughtfully craft our greens with the highest quality, plant-based ingredients curated from like-minded farmers from around the world. Amazing Grass products are a delicious way to nourish your body with the whole food nutrition it needs to feel amazing every day.","Important information

Safety Warning
This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings


Ingredients
All natural and organic ingredients include organic wheat grass, organic barley grass, organic alfalfa, organic spirulina, organic spinach, organic chlorella (cracked cell-wall), organic broccoli, organic pure acai from Sambazon, organic maca, organic carrot, organic beet, raspberry, rose hips, pineapple, green tea, acerola cherry, organic flax seed powder, apple pectin fiber, F.O.S. (from chicory root), L. acidophilus, alpha and beta amylase, protease, lipase, lactase, cellulase, siberian eleuthero root and peppermint.


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Amazing Grass Green Superfood: Organic Wheat Grass and 7 Super Greens Powder, 2 servings of Fruits & Veggies per scoop, Original Flavor, 30 Servings",$29.99,Bristol Farms
Gatorade,Sports & Energy Drinks,"The one and only. With a legacy over 50 years in the making, it’s the most scientifically researched and game-tested way to replace electrolytes lost in sweat. Gatorade Thirst Quencher is specifically formulated to keep you hydrated, which is why it’s trusted by some of the world’s best athletes.",,Gatorade Lemon Lime 12 Fl oz (Pack of 12),7.01,Amazon
Orgain,Sports & Energy Drinks,"Flavor:Vanilla


Orgain Healthy Kids Organic Vanilla Nutritional Shake provides super nutrition and a super taste for even the pickiest eaters. With 8 grams of organic protein and 21 vitamins and minerals it is a perfect nutritional snack for kids to enjoy. These have half the sugar of conventional kids products and are the first ever USDA organic complete nutritional shakes for kids.","Important information

Safety Warning
This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings. If you experience any allergic reaction, please discontinue use.


Ingredients
Filtered Water, Organic Evaporated Cane Sugar, Orgain Organic Protein Blend (Organic Grass Fed Milk Protein Concentrate, Organic Whey Protein Concentrate), Organic High Oleic Sunflower Oil, Organic Rice Dextrins, Organic Brown Rice Syrup, Organic Inulin, Organic Natural Flavors, Orgain Vitamin Blend Tocopherol Acetate, Sodium Ascorbate, Magnesium Sulfate, Zinc Gluconate, Niacinamide, Calcium Pantothenate, Copper Gluconate, Vitamin A Palmitate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Potassium Iodide, Cholecalciferol, Cyanocobalamin, Organic Rice Bran Extract, Tricalcium Phosphate, Sodium Phosphate, Gellan Gum, Organic Locust Bean Gum, Potassium Chloride, Sea Salt, Orgain Organic Veggie Blend (Organic Kale, Organic Beet, Organic Spinach, Organic Carrot, Organic Tomato), Orgain Organic Fruit Blend (Organic Blueberry, Organic Banana, Organic Acai, Organic Apple, Organic Raspberry) ALLERGEN STATEMENT: Contains Milk


Legal Disclaimer
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.","Orgain Organic Kids Protein Nutritional Shake, Vanilla - Great for Breakfast & Snacks, 21 Vitamins & Minerals, 10 Fruits & Vegetables, Gluten Free, Soy Free, Kosher, Non-GMO, 8.25 Ounce, 12 Count",$23.89,Whole Foods Market
